Rotation, Location, Gyro Rotation, Sensor Optical Flow, Battery Level, Yaw, Pitch, Roll, Vy, Vx, AccX, AccY
358.14, (56.5,-28.782), 357.6596, 100.0, 356.63964348479686, -3.9, -3.9, -0.0251, 0.4994, 24.9684, -1.2561, -1.2561
4.38, (58.499,-28.771), 3.7796, 100.0, 3.059621695320969, 2.58, 2.58, 0.0319, 0.499, 24.949, 1.5959, 1.5959
5.22, (60.483,-28.519), 4.6196, 100.0, 5.339604231988756, 7.08, 7.08, 0.0517, 0.4973, 24.8658, 2.5872, 2.5872
3.18, (62.481,-28.452), 2.9396, 100.0, 2.639591768190814, 1.98, 1.98, 0.0251, 0.4994, 24.9684, 1.2561, 1.2561
12.96, (64.261,-28.201), 12.7196, 100.0, 11.699578033202439, 10.86, 10.86, 0.1034, 0.4892, 24.4591, 5.1722, 5.1722
15.06, (66.18,-27.639), 14.8196, 100.0, 15.659564654782349, 16.92, 16.92, 0.137, 0.4809, 24.0435, 6.849, 6.849
5.7, (68.147,-27.292), 5.4595, 100.0, 5.459547332292336, 6.06, 6.06, 0.0497, 0.4975, 24.8764, 2.483, 2.483
15.54, (69.912,-26.952), 15.2995, 100.0, 14.939533951251837, 14.1, 14.1, 0.1309, 0.4826, 24.1277, 6.5463, 6.5463
13.92, (71.864,-26.523), 13.6795, 100.0, 13.319520254595012, 12.48, 12.48, 0.1172, 0.4861, 24.3031, 5.8616, 5.8616
20.88, (73.765,-25.905), 20.6395, 100.0, 20.33949971059395, 19.5, 19.5, 0.1758, 0.4681, 23.4046, 8.7879, 8.7879
30.42, (75.385,-25.124), 30.1795, 100.0, 29.51948403767917, 29.1, 29.1, 0.2482, 0.4341, 21.7028, 12.4092, 12.4092
40.74, (77.013,-23.967), 40.4995, 100.0, 39.83946168129417, 38.88, 38.88, 0.3219, 0.3826, 19.1287, 16.0964, 16.0964
48, (78.411,-22.539), 47.7594, 100.0, 48.05944493489553, 49.38, 49.38, 0.3733, 0.3326, 16.6308, 18.666, 18.666
54.42, (79.692,-21.007), 54.1794, 100.0, 54.17943356023638, 53.28, 53.28, 0.4067, 0.2909, 14.546, 20.3326, 20.3326
55.86, (80.74,-19.544), 55.6194, 100.0, 54.8994147812284, 54, 54, 0.4103, 0.2858, 14.2893, 20.5138, 20.5138
58.38, (81.758,-17.823), 58.1394, 100.0, 58.499394669815786, 59.82, 59.82, 0.4274, 0.2595, 12.9731, 21.3705, 21.3705
67.92, (82.578,-16.223), 67.6794, 100.0, 66.95937364805307, 66.18, 66.18, 0.4609, 0.1938, 9.6879, 23.0466, 23.0466
58.98, (83.461,-14.432), 58.7394, 100.0, 58.739358702400594, 60.06, 60.06, 0.4285, 0.2577, 12.8834, 21.4247, 21.4247
67.44, (84.296,-12.839), 67.1993, 100.0, 66.1793482752892, 65.34, 65.34, 0.4583, 0.2, 10.0007, 22.9126, 22.9126
77.4, (84.907,-10.938), 77.1593, 100.0, 76.85933282009584, 75.96, 75.96, 0.4874, 0.1116, 5.5813, 24.369, 24.369
69.72, (85.446,-9.014), 69.4793, 100.0, 69.47931402754074, 70.8, 70.8, 0.469, 0.1733, 8.6652, 23.4502, 23.4502
59.82, (86.211,-7.387), 59.5793, 100.0, 60.53929615415938, 61.98, 61.98, 0.4364, 0.2441, 12.2041, 21.8188, 21.8188
49.98, (87.355,-5.75), 49.7393, 100.0, 50.099281676859384, 51.48, 51.48, 0.3849, 0.3191, 15.9558, 19.2461, 19.2461
40.02, (88.625,-4.477), 39.7793, 100.0, 40.559266784380014, 41.88, 41.88, 0.3267, 0.3785, 18.9249, 16.3355, 16.3355
34.68, (90.207,-3.254), 34.4393, 100.0, 34.73925055573915, 36.12, 36.12, 0.2866, 0.4097, 20.4838, 14.3323, 14.3323
33.6, (91.741,-2.315), 33.3592, 100.0, 32.339237496365065, 31.5, 31.5, 0.2692, 0.4213, 21.066, 13.4619, 13.4619
43.2, (93.306,-1.073), 42.9592, 100.0, 42.59921435887568, 41.76, 41.76, 0.34, 0.3666, 18.3314, 16.9988, 16.9988
48.9, (94.647,0.409), 48.6592, 100.0, 49.01919943271986, 50.4, 50.4, 0.3788, 0.3263, 16.3157, 18.942, 18.942
42.48, (95.938,1.66), 42.2392, 100.0, 41.51918437657189, 41.04, 41.04, 0.333, 0.373, 18.6485, 16.6503, 16.6503
50.16, (97.29,3.131), 49.9192, 100.0, 50.27916127230138, 51.3, 51.3, 0.3859, 0.3179, 15.8952, 19.2962, 19.2962
53.7, (98.462,4.496), 53.4591, 100.0, 52.1991444661785, 51.3, 51.3, 0.3964, 0.3048, 15.2398, 19.8179, 19.8179
50.94, (99.179,5.458), 50.6991, 100.0, 50.33913948009101, 51.66, 51.66, 0.3863, 0.3175, 15.875, 19.3128, 19.3128
60.3, (100.176,6.954), 60.0591, 100.0, 60.419126109893206, 59.52, 59.52, 0.4359, 0.245, 12.2498, 21.7932, 21.7932
55.62, (101.291,8.612), 55.3791, 100.0, 55.37910947613109, 54.48, 54.48, 0.4127, 0.2823, 14.117, 20.6328, 20.6328
61.14, (102.18,10.176), 60.8991, 100.0, 61.55909096684346, 62.88, 62.88, 0.4407, 0.2363, 11.8138, 22.0326, 22.0326
69.72, (103.03,11.983), 69.4791, 100.0, 69.47907558498375, 68.28, 68.28, 0.469, 0.1733, 8.6652, 23.4502, 23.4502
79.68, (103.498,13.72), 79.4391, 100.0, 78.65905759071022, 77.82, 77.82, 0.4906, 0.0963, 4.813, 24.5323, 24.5323
78.48, (103.797,15.696), 78.239, 100.0, 78.2390367000698, 79.56, 79.56, 0.4899, 0.0999, 4.9927, 24.4964, 24.4964
68.22, (104.325,17.415), 67.979, 100.0, 68.33901549141974, 69.66, 69.66, 0.4655, 0.1826, 9.13, 23.2732, 23.2732
58.26, (105.219,19.201), 58.019, 100.0, 58.43900069941673, 59.76, 59.76, 0.4271, 0.2599, 12.9954, 21.3569, 21.3569
66.06, (106.174,20.955), 65.819, 100.0, 65.81898502874506, 64.92, 64.92, 0.457, 0.2029, 10.1445, 22.8493, 22.8493
73.08, (106.831,22.63), 72.839, 100.0, 71.75897131158047, 71.22, 71.22, 0.4755, 0.1545, 7.7254, 23.7764, 23.7764
75.54, (107.374,24.554), 75.299, 100.0, 74.87895085242383, 74.04, 74.04, 0.4832, 0.1284, 6.4199, 24.1616, 24.1616
85.98, (107.688,26.527), 85.7389, 100.0, 85.37893104609002, 84.54, 84.54, 0.4985, 0.0382, 1.9093, 24.927, 24.927
95.64, (107.665,28.325), 95.3989, 100.0, 94.67892171035497, 94.14, 94.14, 0.4982, -0.0429, -2.1441, 24.9079, 24.9079
104.34, (107.305,30.289), 104.0989, 100.0, 104.09889855436673, 104.04, 104.04, 0.4844, -0.1238, -6.1919, 24.2211, 24.2211
94.44, (107.022,32.065), 94.1989, 100.0, 94.55888863373231, 96, 96, 0.4982, -0.0418, -2.0919, 24.9123, 24.9123
104.4, (106.69,34.034), 104.1589, 100.0, 104.15886593429435, 103.38, 103.38, 0.4843, -0.1243, -6.2172, 24.2146, 24.2146
97.32, (106.277,35.989), 97.0789, 100.0, 97.0788501748001, 98.7, 98.7, 0.4959, -0.0637, -3.1853, 24.7963, 24.7963
91.2, (106.112,37.781), 90.9588, 100.0, 92.03883049775932, 93.36, 93.36, 0.4996, -0.0199, -0.9946, 24.9802, 24.9802
81.78, (106.226,39.775), 81.5388, 100.0, 82.25881565392147, 83.52, 83.52, 0.4957, 0.0653, 3.2632, 24.7861, 24.7861
71.94, (106.681,41.72), 71.6988, 100.0, 72.05880129761371, 73.32, 73.32, 0.4763, 0.152, 7.6008, 23.8165, 23.8165
67.98, (107.364,43.384), 67.7388, 100.0, 66.65878658465141, 65.88, 65.88, 0.4599, 0.1962, 9.8084, 22.9955, 22.9955
72.36, (107.98,45.285), 72.1188, 100.0, 72.77876748178574, 74.1, 74.1, 0.4782, 0.146, 7.3009, 23.9102, 23.9102
74.46, (108.567,46.986), 74.2188, 100.0, 73.49875197617224, 72.54, 72.54, 0.48, 0.14, 6.9999, 24, 24
78.84, (109.02,48.934), 78.5987, 100.0, 77.93873455170063, 77.04, 77.04, 0.4894, 0.1024, 5.1209, 24.4699, 24.4699
88.92, (109.235,50.92), 88.6787, 100.0, 88.01872253189826, 87.12, 87.12, 0.4998, 0.0152, 0.7591, 24.9885, 24.9885
99, (109.096,52.912), 98.7587, 100.0, 98.45870426666899, 97.62, 97.62, 0.4942, -0.0756, -3.7815, 24.7123, 24.7123
105.18, (108.619,54.853), 104.9387, 100.0, 104.93869093405685, 106.14, 106.14, 0.4826, -0.1309, -6.5463, 24.1277, 24.1277
114.42, (108.021,56.548), 114.1787, 100.0, 113.4586758839025, 112.68, 112.68, 0.4578, -0.201, -10.0487, 22.8916, 22.8916
108, (107.296,58.41), 107.7587, 100.0, 107.45865772411246, 107.76, 107.76, 0.4763, -0.152, -7.6008, 23.8165, 23.8165
