Rotation, Location, Gyro Rotation, Sensor Optical Flow, Battery Level, Yaw, Pitch, Roll, Vy, Vx, AccX, AccY
317.52, (45.75,-6.952), 317.9999, 100.0, 318.41985665247097, -41.04, -41.04, -0.335, 0.3712, 18.5611, -16.7477, -16.7477
309.18, (46.961,-8.281), 309.6598, 100.0, 309.65984670474813, -50.82, -50.82, -0.3876, 0.3159, 15.794, -19.3791, -19.3791
316.08, (48.155,-9.626), 316.5598, 100.0, 315.8998331931199, -45.6, -45.6, -0.351, 0.3561, 17.8068, -17.5476, -17.5476
318.84, (49.506,-10.816), 319.3198, 100.0, 319.6798162399954, -40.8, -40.8, -0.3267, 0.3785, 18.9249, -16.3355, -16.3355
309.12, (50.891,-12.254), 309.5998, 100.0, 309.59979682657985, -49.86, -49.86, -0.3879, 0.3155, 15.7737, -19.3957, -19.3957
314.34, (52.055,-13.626), 314.8198, 100.0, 313.7397793035925, -47.82, -47.82, -0.3641, 0.3427, 17.1328, -18.2063, -18.2063
323.94, (53.564,-14.935), 324.4198, 100.0, 324.0597615275767, -37.44, -37.44, -0.2968, 0.4023, 20.1172, -14.8425, -14.8425
329.46, (55.091,-15.888), 329.9398, 100.0, 329.9397500700407, -30.54, -30.54, -0.2541, 0.4306, 21.5319, -12.7035, -12.7035
339.54, (56.896,-16.742), 340.0197, 100.0, 340.0197300236367, -21.48, -21.48, -0.1748, 0.4685, 23.4229, -8.7388, -8.7388
339.54, (58.582,-17.371), 340.0197, 100.0, 340.0197158194873, -20.46, -20.46, -0.1748, 0.4685, 23.4229, -8.7388, -8.7388
343.44, (60.276,-17.979), 343.9197, 100.0, 343.19970131354995, -18.42, -18.42, -0.1485, 0.4774, 23.8716, -7.426, -7.426
346.26, (62.225,-18.422), 346.7397, 100.0, 347.03968368640477, -12.36, -12.36, -0.1162, 0.4863, 24.3153, -5.8107, -5.8107
339.3, (63.932,-18.991), 339.7797, 100.0, 339.7796684678051, -20.7, -20.7, -0.1767, 0.4677, 23.3861, -8.8369, -8.8369
343.92, (65.816,-19.659), 344.3997, 100.0, 344.39965334580387, -17.1, -17.1, -0.1385, 0.4804, 24.0219, -6.9245, -6.9245
354.06, (67.307,-19.953), 354.5396, 100.0, 353.8196401693361, -7.68, -7.68, -0.0409, 0.3506, 17.5309, -2.047, -2.047
4.32, (68.331,-19.979), 4.7996, 100.0, 4.439621210152853, 2.76, 2.76, 0.0122, 0.1756, 8.779, 0.6077, 0.6077
14.82, (68.652,-19.935), 15.2996, 100.0, 14.939603007213819, 13.44, 13.44, 0.0002, 0.001, 0.0484, 0.0125, 0.0125
24.9, (68.652,-19.935), 25.3796, 100.0, 24.71958882682218, 0, 0, 0, 0, 0, 0, 0
35.1, (68.652,-19.935), 35.5796, 100.0, 34.49957164925689, 0, 0, 0, 0, 0, 0, 0
45.84, (68.652,-19.935), 46.3196, 100.0, 45.239552702158804, 0, 0, 0, 0, 0, 0, 0
56.04, (68.652,-19.935), 56.5195, 100.0, 55.79953693934072, 0, 0, 0, 0, 0, 0, 0
66.42, (68.652,-19.935), 66.8995, 100.0, 66.5395132333327, 0, 0, 0, 0, 0, 0, 0
