Rotation, Location, Gyro Rotation, Sensor Optical Flow, Battery Level, Yaw, Pitch, Roll, Vy, Vx, AccX, AccY
353.22, (258.383,4.146), 352.1402, 100.0, 351.78017483632686, -8.1, -8.1, -0.0621, 0.4961, 24.8061, -3.1074, -3.1074
359.7, (260.38,4.069), 358.6202, 100.0, 358.620158373227, -0.3, -0.3, -0.0026, 0.5, 24.9997, -0.1309, -0.1309
359.34, (262.18,4.06), 358.2601, 100.0, 358.6201472457407, -0.3, -0.3, -0.0026, 0.5, 24.9997, -0.1309, -0.1309
349.38, (264.166,3.854), 348.3001, 100.0, 348.3001300517065, -9.54, -9.54, -0.0921, 0.4914, 24.5718, -4.6074, -4.6074
342.3, (265.918,3.447), 341.2201, 100.0, 341.94011169625145, -15.9, -15.9, -0.146, 0.4782, 23.9102, -7.3009, -7.3009
339.3, (267.795,2.756), 338.2201, 100.0, 338.2200967741831, -20.7, -20.7, -0.1767, 0.4677, 23.3861, -8.8369, -8.8369
339.66, (269.479,2.12), 338.5801, 100.0, 338.22007653007546, -20.7, -20.7, -0.1767, 0.4677, 23.3861, -8.8369, -8.8369
349.38, (271.404,1.589), 348.3001, 100.0, 348.0000567476201, -11.88, -11.88, -0.0947, 0.4909, 24.5473, -4.736, -4.736
349.38, (273.37,1.22), 348.3, 100.0, 348.3000460205318, -10.62, -10.62, -0.0921, 0.4914, 24.5718, -4.6074, -4.6074
359.4, (275.158,1.029), 358.32, 100.0, 357.060029666927, -2.94, -2.94, -0.0162, 0.4997, 24.9868, -0.8114, -0.8114
352.86, (277.155,0.944), 351.78, 100.0, 352.56001250484377, -5.28, -5.28, -0.0554, 0.4969, 24.8461, -2.7694, -2.7694
349.32, (279.124,0.6), 348.24, 100.0, 348.2399990487438, -10.68, -10.68, -0.0927, 0.4913, 24.5669, -4.6331, -4.6331
345, (281.083,0.198), 343.92, 100.0, 344.27998172226813, -13.5, -13.5, -0.1264, 0.4838, 24.1883, -6.3186, -6.3186
339.24, (282.783,-0.39), 338.16, 100.0, 338.15996748906576, -20.76, -20.76, -0.1772, 0.4675, 23.3768, -8.8614, -8.8614
344.52, (284.669,-1.053), 343.44, 100.0, 343.0199545312828, -16.86, -16.86, -0.137, 0.4809, 24.0435, -6.849, -6.849
349.26, (286.627,-1.46), 348.1799, 100.0, 348.1799336847032, -10.74, -10.74, -0.0932, 0.4912, 24.5621, -4.6588, -4.6588
349.26, (288.395,-1.796), 348.1799, 100.0, 348.17992006691406, -10.74, -10.74, -0.0932, 0.4912, 24.5621, -4.6588, -4.6588
349.26, (290.36,-2.168), 348.1799, 100.0, 348.17990289795273, -10.74, -10.74, -0.0932, 0.4912, 24.5621, -4.6588, -4.6588
349.26, (292.325,-2.541), 348.1799, 100.0, 348.17988670187236, -10.74, -10.74, -0.0932, 0.4912, 24.5621, -4.6588, -4.6588
340.32, (294.066,-2.991), 339.2399, 100.0, 340.2598708781333, -17.52, -17.52, -0.16, 0.4737, 23.6858, -7.9988, -7.9988
339.18, (295.937,-3.698), 338.0999, 100.0, 338.0998538264124, -20.82, -20.82, -0.1777, 0.4674, 23.3675, -8.8858, -8.8858
339.18, (297.619,-4.338), 338.0998, 100.0, 338.0998354572784, -20.82, -20.82, -0.1777, 0.4674, 23.3675, -8.8858, -8.8858
339.54, (299.488,-5.049), 338.4598, 100.0, 338.0998178541717, -20.82, -20.82, -0.1777, 0.4674, 23.3675, -8.8858, -8.8858
349.44, (301.415,-5.578), 348.3598, 100.0, 347.99980162839137, -11.94, -11.94, -0.0947, 0.4909, 24.5473, -4.736, -4.736
355.8, (303.39,-5.881), 354.7198, 100.0, 353.9397828889619, -6.06, -6.06, -0.0434, 0.4981, 24.9056, -2.1702, -2.1702
5.22, (305.388,-5.866), 4.1398, 100.0, 3.7197670878149336, 3.72, 3.72, 0.0418, 0.4982, 24.9123, 2.0919, 2.0919
9.84, (307.166,-5.59), 8.7598, 100.0, 8.75975532408508, 9.84, 9.84, 0.0854, 0.4926, 24.6322, 4.2724, 4.2724
9.84, (309.137,-5.248), 8.7597, 100.0, 8.759738230812077, 9.84, 9.84, 0.0854, 0.4926, 24.6322, 4.2724, 4.2724
9.84, (311.107,-4.906), 8.7597, 100.0, 8.759723185337506, 9.84, 9.84, 0.0854, 0.4926, 24.6322, 4.2724, 4.2724
9.84, (313.078,-4.564), 8.7597, 100.0, 8.759707930648645, 9.84, 9.84, 0.0854, 0.4926, 24.6322, 4.2724, 4.2724
9.84, (314.851,-4.257), 8.7597, 100.0, 8.759693541441878, 9.84, 9.84, 0.0854, 0.4926, 24.6322, 4.2724, 4.2724
9.84, (316.822,-3.915), 8.7597, 100.0, 8.759675260830644, 9.84, 9.84, 0.0854, 0.4926, 24.6322, 4.2724, 4.2724
