Rotation, Location, Gyro Rotation, Sensor Optical Flow, Battery Level, Yaw, Pitch, Roll, Vy, Vx, AccX, AccY
17.04, (189.286,-22.952), 18.6005, 100.0, 18.240507420974506, 15.6, 15.6, 0.1435, 0.479, 23.9481, 7.1757, 7.1757
16.44, (190.981,-22.349), 18.0005, 100.0, 19.380488357719116, 18.84, 18.84, 0.153, 0.476, 23.8006, 7.6507, 7.6507
6.36, (192.936,-21.937), 7.9205, 100.0, 8.70047239362233, 8.22, 8.22, 0.0621, 0.4961, 24.8061, 3.1074, 3.1074
356.88, (194.932,-21.875), 358.9195, 100.0, 359.5795390705695, -1.26, -1.26, -0.0215, 0.4995, 24.977, -1.073, -1.073
346.86, (196.91,-22.16), 348.8995, 100.0, 349.3195249172548, -11.76, -11.76, -0.1101, 0.4877, 24.3864, -5.5047, -5.5047
342.48, (198.816,-22.762), 344.5195, 100.0, 344.51950271582365, -18.6, -18.6, -0.1505, 0.4768, 23.8403, -7.526, -7.526
352.62, (200.572,-23.147), 354.6595, 100.0, 353.81948244312144, -9.24, -9.24, -0.0715, 0.4949, 24.7432, -3.5744, -3.5744
2.16, (202.567,-23.246), 4.1995, 100.0, 3.8994675525521965, 0.72, 0.72, 0.0162, 0.4997, 24.9868, 0.8114, 0.8114
12, (204.548,-22.99), 14.0394, 100.0, 14.039447937709859, 10.92, 10.92, 0.104, 0.4891, 24.4537, 5.1978, 5.1978
21.78, (206.454,-22.393), 23.8194, 100.0, 23.819429343913168, 21.06, 21.06, 0.1855, 0.4643, 23.2154, 9.2761, 9.2761
32.1, (208.055,-21.575), 34.1394, 100.0, 33.35941865440266, 30.24, 30.24, 0.2599, 0.4271, 21.3569, 12.9954, 12.9954
41.76, (209.66,-20.386), 43.7994, 100.0, 43.139401538962275, 39.96, 39.96, 0.3287, 0.3768, 18.8391, 16.4344, 16.4344
51.84, (211.026,-18.928), 53.8794, 100.0, 53.51938272660907, 50.34, 50.34, 0.3912, 0.3114, 15.5697, 19.5598, 19.5598
43.38, (212.362,-17.443), 45.4194, 100.0, 45.41935767550942, 44.46, 44.46, 0.3434, 0.3634, 18.1704, 17.1708, 17.1708
33.66, (213.772,-16.327), 35.6993, 100.0, 36.41934169941145, 35.46, 35.46, 0.2823, 0.4127, 20.6328, 14.117, 14.117
37.2, (215.442,-15.228), 39.2393, 100.0, 38.81932335643527, 36, 36, 0.2994, 0.4005, 20.0235, 14.9686, 14.9686
46.62, (216.927,-13.893), 48.6593, 100.0, 48.23930510345652, 45.12, 45.12, 0.3609, 0.3461, 17.3036, 18.044, 18.044
44.52, (218.125,-12.55), 46.5593, 100.0, 47.63928995149089, 46.62, 46.62, 0.3572, 0.3498, 17.4916, 17.8618, 17.8618
34.74, (219.657,-11.267), 36.7793, 100.0, 37.559275231197425, 36.6, 36.6, 0.2905, 0.407, 20.3478, 14.5247, 14.5247
25.32, (221.391,-10.277), 27.3593, 100.0, 27.35925972408925, 26.04, 26.04, 0.2138, 0.452, 22.5983, 10.6918, 10.6918
31.08, (223.002,-9.476), 33.1192, 100.0, 32.39924998812708, 29.4, 29.4, 0.2527, 0.4314, 21.5717, 12.6358, 12.6358
33.84, (224.698,-8.418), 35.8792, 100.0, 35.45923033080929, 32.76, 32.76, 0.2754, 0.4173, 20.8664, 13.7693, 13.7693
44.1, (226.1,-7.292), 46.1392, 100.0, 44.99921647369537, 41.88, 41.88, 0.3407, 0.3659, 18.2957, 17.0372, 17.0372
53.16, (227.429,-5.8), 55.1992, 100.0, 54.539202946595275, 51.48, 51.48, 0.3967, 0.3044, 15.219, 19.8338, 19.8338
56.34, (228.519,-4.125), 58.3792, 100.0, 59.09919144921631, 57.84, 57.84, 0.4196, 0.2719, 13.594, 20.981, 20.981
46.32, (229.768,-2.566), 48.3592, 100.0, 48.779174240758344, 47.82, 47.82, 0.3641, 0.3427, 17.1328, 18.2063, 18.2063
36.9, (231.272,-1.252), 38.9392, 100.0, 38.93915449908349, 37.68, 37.68, 0.3002, 0.3998, 19.9921, 15.0105, 15.0105
27.24, (232.805,-0.312), 29.2791, 100.0, 29.63914168423686, 28.26, 28.26, 0.2316, 0.4431, 22.1551, 11.5824, 11.5824
16.8, (234.656,0.437), 18.8391, 100.0, 19.259119299405345, 18.36, 18.36, 0.148, 0.4776, 23.8794, 7.401, 7.401
7.2, (236.612,0.843), 9.2391, 100.0, 9.239095127653014, 8.28, 8.28, 0.0627, 0.4961, 24.8029, 3.1333, 3.1333
357.6, (238.409,0.912), 359.8809, 100.0, 0.05907745842748024, -0.6, -0.6, -0.0152, 0.4998, 24.9885, -0.7591, -0.7591
347.64, (240.39,0.66), 349.9209, 100.0, 350.34089737689106, -10.86, -10.86, -0.1034, 0.4892, 24.4591, -5.1722, -5.1722
349.26, (242.358,0.307), 351.5409, 100.0, 351.540876868817, -9.6, -9.6, -0.0932, 0.4912, 24.5621, -4.6588, -4.6588
344.88, (244.288,-0.214), 347.1609, 100.0, 347.1608585613784, -15.9, -15.9, -0.1304, 0.4827, 24.1345, -6.521, -6.521
351.42, (246.059,-0.528), 353.7008, 100.0, 354.3608389522993, -6.9, -6.9, -0.0689, 0.4952, 24.7615, -3.4448, -3.4448
342, (248.001,-0.996), 344.2808, 100.0, 344.6408232740582, -16.92, -16.92, -0.1515, 0.4765, 23.8245, -7.5759, -7.5759
332.28, (249.836,-1.785), 334.5608, 100.0, 334.56080872599597, -26.94, -26.94, -0.2326, 0.4426, 22.1308, -11.6288, -11.6288
322.32, (251.347,-2.76), 324.6008, 100.0, 325.32079295659383, -35.76, -35.76, -0.3006, 0.3995, 19.9764, -15.0314, -15.0314
331.68, (253.01,-3.866), 333.9608, 100.0, 333.240777743799, -30.24, -30.24, -0.2427, 0.4371, 21.857, -12.1355, -12.1355
322.62, (254.703,-4.926), 324.9008, 100.0, 325.5607639070232, -35.58, -35.58, -0.299, 0.4008, 20.0392, -14.9476, -14.9476
312.6, (256.19,-6.26), 314.8808, 100.0, 315.60075179720224, -45.54, -45.54, -0.3638, 0.343, 17.1518, -18.1883, -18.1883
302.82, (257.422,-7.832), 305.1007, 100.0, 305.52073794433363, -55.62, -55.62, -0.4182, 0.2741, 13.7037, -20.9095, -20.9095
293.34, (258.277,-9.414), 295.6207, 100.0, 296.3407216905802, -64.8, -64.8, -0.4566, 0.2038, 10.1923, -22.828, -22.828
283.56, (258.916,-11.306), 285.8407, 100.0, 286.2007062463394, -74.88, -74.88, -0.4853, 0.1203, 6.0142, -24.2658, -24.2658
273.3, (259.21,-13.282), 275.5807, 100.0, 276.30069103040074, -85.26, -85.26, -0.4988, 0.0351, 1.7526, -24.9385, -24.9385
263.52, (259.153,-15.279), 265.8007, 100.0, 266.1606766179305, -95.1, -95.1, -0.4972, -0.0533, -2.6653, -24.8575, -24.8575
253.56, (258.798,-17.041), 255.8407, 100.0, 256.62066113473736, -104.46, -104.46, -0.4814, -0.135, -6.7482, -24.072, -24.072
252.84, (258.142,-18.93), 255.1206, 100.0, 254.40064989621456, -109.08, -109.08, -0.4759, -0.1535, -7.6756, -23.7925, -23.7925
262.32, (257.723,-20.883), 264.6006, 100.0, 264.60063564547625, -98.82, -98.82, -0.4955, -0.0668, -3.341, -24.7757, -24.7757
268.98, (257.639,-22.679), 271.2606, 100.0, 272.3406193847093, -89.58, -89.58, -0.5, 0.0005, 0.0262, -25, -25
276.24, (257.687,-24.677), 278.5206, 100.0, 277.8006050879333, -85.2, -85.2, -0.4977, 0.0481, 2.4048, -24.8841, -24.8841
269.46, (257.838,-26.669), 271.7406, 100.0, 272.4605847683619, -89.04, -89.04, -0.5, 0.0016, 0.0785, -24.9999, -24.9999
259.56, (257.653,-28.658), 261.8406, 100.0, 262.44056501683093, -98.7, -98.7, -0.4926, -0.0854, -4.2724, -24.6322, -24.6322
249.84, (257.19,-30.395), 252.1205, 100.0, 253.26054805527568, -107.88, -107.88, -0.4727, -0.1629, -8.1475, -23.6351, -23.6351
240.24, (256.351,-32.208), 242.5205, 100.0, 242.82052952331114, -118.44, -118.44, -0.4353, -0.2459, -12.2954, -21.7675, -21.7675
230.4, (255.333,-33.69), 232.6805, 100.0, 233.46051658538812, -127.86, -127.86, -0.3896, -0.3134, -15.6719, -19.478, -19.478
224.94, (253.945,-35.127), 227.2205, 100.0, 226.56049652920174, -137.04, -137.04, -0.3491, -0.358, -17.8984, -17.4541, -17.4541
230.7, (252.646,-36.646), 232.9805, 100.0, 233.70047681981413, -127.56, -127.56, -0.3909, -0.3118, -15.5902, -19.5435, -19.5435
227.88, (251.347,-38.166), 230.1605, 100.0, 230.16046510988772, -131.1, -131.1, -0.3709, -0.3353, -16.7671, -18.5435, -18.5435
218.82, (250.034,-39.395), 221.1004, 100.0, 221.88044181477557, -139.32, -139.32, -0.3187, -0.3853, -19.2628, -15.9356, -15.9356
213.66, (248.389,-40.53), 215.9404, 100.0, 215.1604254784642, -148.2, -148.2, -0.2714, -0.4199, -20.9952, -13.572, -13.572
220.98, (246.825,-41.773), 223.2604, 100.0, 223.62041201210016, -138, -138, -0.3303, -0.3754, -18.7701, -16.5131, -16.5131
211.44, (245.373,-42.834), 213.7204, 100.0, 214.0803968775277, -147.06, -147.06, -0.2635, -0.4249, -21.2473, -13.1739, -13.1739
201.36, (243.584,-43.721), 203.6404, 100.0, 204.06037543073364, -157.44, -157.44, -0.1855, -0.4643, -23.2154, -9.2761, -9.2761
191.4, (241.668,-44.284), 193.6804, 100.0, 194.0403544643785, -167.4, -167.4, -0.1019, -0.4895, -24.4752, -5.0953, -5.0953
181.68, (239.882,-44.495), 183.9603, 100.0, 185.04033977041826, -176.46, -176.46, -0.0241, -0.4994, -24.971, -1.2038, -1.2038
171.48, (237.888,-44.386), 173.7603, 100.0, 174.48032508901673, 173.34, 173.34, 0.0679, -0.4954, -24.7687, 3.3929, 3.3929
161.94, (235.944,-43.926), 164.2203, 100.0, 164.22030414559117, 163.02, 163.02, 0.155, -0.4754, -23.7683, 7.7503, 7.7503
161.22, (234.264,-43.28), 163.5003, 100.0, 162.78028869832985, 159.42, 159.42, 0.1669, -0.4713, -23.566, 8.3452, 8.3452
162.3, (232.34,-42.739), 164.5803, 100.0, 165.30027185093522, 164.16, 164.16, 0.146, -0.4782, -23.9102, 7.3009, 7.3009
